PlanId,BrandId,BreweryId,BarCode,QRCode
3,2,1,11003004,684892662
3,2,1,11003004,1707576491
3,2,1,11003004,2949634507
3,2,1,11003004,3298149995
3,2,1,11003004,3365667915
3,2,1,11003004,5342178381
3,2,1,11003004,6587419709
3,2,1,11003004,6601837288
3,2,1,11003004,7696154999
3,2,1,11003004,8374138315
3,2,1,11003004,8954109739
3,2,1,11003004,9367085402
3,2,1,11003004,9475512776
3,2,1,11003004,9828009116
3,2,1,11003007,276909811
3,2,1,11003007,1005606335
3,2,1,11003007,2406617397
3,2,1,11003007,2528933109
3,2,1,11003007,2628103888
3,2,1,11003007,4370785255
3,2,1,11003007,4465021600
3,2,1,11003007,4624549883
3,2,1,11003007,5449593824
3,2,1,11003007,7951797097
3,2,1,11003007,8896613745
3,2,1,11003007,9290544768
3,2,1,11003007,9685131634
3,2,1,11003007,9796292730
3,2,1,11003029,47836019
3,2,1,11003029,1233016347
3,2,1,11003029,2439988760
3,2,1,11003029,2632499521
3,2,1,11003029,3273244815
3,2,1,11003029,3527785595
3,2,1,11003029,5405381031
3,2,1,11003029,5435093281
3,2,1,11003029,5895624171
3,2,1,11003029,6240990363
3,2,1,11003029,6705206621
3,2,1,11003029,7968061312
3,2,1,11003029,8974158587
3,2,1,11003029,9428946069
3,2,1,11003033,180312629
3,2,1,11003033,1334243524
3,2,1,11003033,1743308256
3,2,1,11003033,2582257874
3,2,1,11003033,5079198427
3,2,1,11003033,5975685547
3,2,1,11003033,6400419503
3,2,1,11003033,6804842804
3,2,1,11003033,6996939628
3,2,1,11003033,7402768868
3,2,1,11003033,7462720660
3,2,1,11003033,7543533464
3,2,1,11003033,7746769352
3,2,1,11003033,8004997206
3,2,1,11003043,727660760
3,2,1,11003043,2267848235
3,2,1,11003043,2492644252
3,2,1,11003043,2787123079
3,2,1,11003043,2813923618
3,2,1,11003043,3565471401
3,2,1,11003043,4388448993
3,2,1,11003043,5399091177
3,2,1,11003043,7321948492
3,2,1,11003043,7386694572
3,2,1,11003043,7639864925
3,2,1,11003043,7970274944
3,2,1,11003043,8311433963
3,2,1,11003043,9354918361
3,2,1,11003053,24845822
3,2,1,11003053,44682733
3,2,1,11003053,678016006
3,2,1,11003053,849048865
3,2,1,11003053,1170758609
3,2,1,11003053,1233464198
3,2,1,11003053,2091532187
3,2,1,11003053,2170075053
3,2,1,11003053,3110909718
3,2,1,11003053,3646704598
3,2,1,11003053,3787561127
3,2,1,11003053,4189470103
3,2,1,11003053,5665584645
3,2,1,11003053,9025797156
3,2,1,11003061,933396036
3,2,1,11003061,1336246278
3,2,1,11003061,1849115926
3,2,1,11003061,2231475060
3,2,1,11003061,2689907825
3,2,1,11003061,3431877358
3,2,1,11003061,4786000022
3,2,1,11003061,5115718508
3,2,1,11003061,5122815406
3,2,1,11003061,5233898338
3,2,1,11003061,6275209995
3,2,1,11003061,8059232330
3,2,1,11003061,9260647188
3,2,1,11003061,9937971064
3,2,1,11003063,464826664
3,2,1,11003063,589921262
3,2,1,11003063,3707947860
3,2,1,11003063,3892554635
3,2,1,11003063,4204847962
3,2,1,11003063,4466282714
3,2,1,11003063,4639022796
3,2,1,11003063,5001233132
3,2,1,11003063,5613222096
3,2,1,11003063,5947957095
3,2,1,11003063,7253462144
3,2,1,11003063,8245120455
3,2,1,11003063,9680649417
3,2,1,11003063,9765023693
3,2,1,11003069,728964937
3,2,1,11003069,1667775135
3,2,1,11003069,4089256952
3,2,1,11003069,5641709607
3,2,1,11003069,5780193480
3,2,1,11003069,6304131290
3,2,1,11003069,6304359829
3,2,1,11003069,7181525515
3,2,1,11003069,7537725372
3,2,1,11003069,7916743670
3,2,1,11003069,8199888727
3,2,1,11003069,8336574135
3,2,1,11003069,9077538079
3,2,1,11003069,9929461164
3,2,1,11003073,46671368
3,2,1,11003073,394915336
3,2,1,11003073,1947504945
3,2,1,11003073,2666675780
3,2,1,11003073,2827905282
3,2,1,11003073,2919591582
3,2,1,11003073,3023295418
3,2,1,11003073,3636512008
3,2,1,11003073,3930424071
3,2,1,11003073,6158597985
3,2,1,11003073,6718586802
3,2,1,11003073,7102378819
3,2,1,11003073,7451833209
3,2,1,11003073,9083634249
3,2,1,11003078,86458281
3,2,1,11003078,420883869
3,2,1,11003078,1263550069
3,2,1,11003078,1427278281
3,2,1,11003078,2911975519
3,2,1,11003078,5525451913
3,2,1,11003078,5639338737
3,2,1,11003078,6247063323
3,2,1,11003078,6601941021
3,2,1,11003078,6737068835
3,2,1,11003078,7221356160
3,2,1,11003078,7641222515
3,2,1,11003078,8044314787
3,2,1,11003078,9073537619
3,2,1,11003079,256912618
3,2,1,11003079,1570947600
3,2,1,11003079,1982023865
3,2,1,11003079,2981695712
3,2,1,11003079,3047872947
3,2,1,11003079,3107730325
3,2,1,11003079,3354759345
3,2,1,11003079,4099171210
3,2,1,11003079,4243061976
3,2,1,11003079,6379764013
3,2,1,11003079,6962964867
3,2,1,11003079,8904621842
3,2,1,11003079,8996914988
3,2,1,11003079,9744100284
3,2,1,11003083,574350857
3,2,1,11003083,3515885410
3,2,1,11003083,3522609465
3,2,1,11003083,3543600807
3,2,1,11003083,7065061587
3,2,1,11003083,7105162151
3,2,1,11003083,7369791875
3,2,1,11003083,7376033529
3,2,1,11003083,7734374925
3,2,1,11003083,7959262558
3,2,1,11003083,8069352104
3,2,1,11003083,8371334120
3,2,1,11003083,8417992140
3,2,1,11003083,8670056821
3,2,1,11003085,1107696763
3,2,1,11003085,1760561851
3,2,1,11003085,2771035261
3,2,1,11003085,2969187115
3,2,1,11003085,3455248015
3,2,1,11003085,4136668853
3,2,1,11003085,4552725285
3,2,1,11003085,4740208557
3,2,1,11003085,5442467045
3,2,1,11003085,5451916727
3,2,1,11003085,6254291636
3,2,1,11003085,8057865894
3,2,1,11003085,8128364479
3,2,1,11003085,9805931374
3,2,1,11003092,670737113
3,2,1,11003092,722802984
3,2,1,11003092,917649230
3,2,1,11003092,1579895168
3,2,1,11003092,3895994932
3,2,1,11003092,4097308690
3,2,1,11003092,4213713835
3,2,1,11003092,4723450713
3,2,1,11003092,4930520197
3,2,1,11003092,5737291567
3,2,1,11003092,7386352358
3,2,1,11003092,7572923345
3,2,1,11003092,8182716572
3,2,1,11003092,9513092504
3,2,1,11003093,607090463
3,2,1,11003093,720458609
3,2,1,11003093,2051304513
3,2,1,11003093,2852189679
3,2,1,11003093,3256416829
3,2,1,11003093,3875250644
3,2,1,11003093,4241811794
3,2,1,11003093,4695184973
3,2,1,11003093,5991587284
3,2,1,11003093,7488562814
3,2,1,11003093,8299919155
3,2,1,11003093,9517311409
3,2,1,11003093,9691335598
3,2,1,11003093,9738076587
3,2,1,11003095,482291604
3,2,1,11003095,574069313
3,2,1,11003095,928036734
3,2,1,11003095,2556491330
3,2,1,11003095,4840520415
3,2,1,11003095,5110695516
3,2,1,11003095,5429109980
3,2,1,11003095,6190728187
3,2,1,11003095,6343254287
3,2,1,11003095,6976416664
3,2,1,11003095,7696453336
3,2,1,11003095,7944880210
3,2,1,11003095,9865459567
3,2,1,11003095,9929210047
3,2,1,11003097,291390027
3,2,1,11003097,969366517
3,2,1,11003097,2144608495
3,2,1,11003097,2383292068
3,2,1,11003097,3076599604
3,2,1,11003097,4787290317
3,2,1,11003097,5466621991
3,2,1,11003097,6027604561
3,2,1,11003097,6958362578
3,2,1,11003097,7904814400
3,2,1,11003097,8456504884
3,2,1,11003097,8795589333
3,2,1,11003097,8834565409
3,2,1,11003097,9153695657
3,2,1,11003100,1862303776
3,2,1,11003100,2710266414
3,2,1,11003100,2906592554
3,2,1,11003100,3059752209
3,2,1,11003100,3351805328
3,2,1,11003100,4434255158
3,2,1,11003100,4671265617
3,2,1,11003100,5013072931
3,2,1,11003100,6064944770
3,2,1,11003100,6253447497
3,2,1,11003100,6378655437
3,2,1,11003100,6839897367
3,2,1,11003100,7701326272
3,2,1,11003100,9904718156
3,2,1,11003101,1272257858
3,2,1,11003101,2522075033
3,2,1,11003101,2885897580
3,2,1,11003101,3368320515
3,2,1,11003101,3827054117
3,2,1,11003101,4836457959
3,2,1,11003101,5559698924
3,2,1,11003101,5858018268
3,2,1,11003101,6274406791
3,2,1,11003101,7500219080
3,2,1,11003101,8634380966
3,2,1,11003101,9319529531
3,2,1,11003101,9566755985
3,2,1,11003101,9875329843
3,2,1,11003104,444115019
3,2,1,11003104,484548267
3,2,1,11003104,1871856599
3,2,1,11003104,2255113450
3,2,1,11003104,2533772867
3,2,1,11003104,4932499846
3,2,1,11003104,5015782306
3,2,1,11003104,6003479535
3,2,1,11003104,6087956977
3,2,1,11003104,6279805214
3,2,1,11003104,6523270905
3,2,1,11003104,7952354955
3,2,1,11003104,8642278216
3,2,1,11003104,8777380318
3,2,1,11003107,4154011
3,2,1,11003107,1018952723
3,2,1,11003107,1071493671
3,2,1,11003107,1476975033
3,2,1,11003107,1843532974
3,2,1,11003107,4022979632
3,2,1,11003107,4095950990
3,2,1,11003107,5133421458
3,2,1,11003107,6222633954
3,2,1,11003107,6534371871
3,2,1,11003107,7557217412
3,2,1,11003107,7837675412
3,2,1,11003107,8274328864
3,2,1,11003107,9681516223
3,2,1,11003110,65267619
3,2,1,11003110,522041572
3,2,1,11003110,629916788
3,2,1,11003110,958397653
3,2,1,11003110,1486927058
3,2,1,11003110,3426595537
3,2,1,11003110,4170985887
3,2,1,11003110,6219298597
3,2,1,11003110,6261968162
3,2,1,11003110,6839103226
3,2,1,11003110,6988974936
3,2,1,11003110,9142611984
3,2,1,11003110,9506061928
3,2,1,11003110,9688674728
3,2,1,11003114,1042158719
3,2,1,11003114,1623827214
3,2,1,11003114,2676735519
3,2,1,11003114,3499723304
3,2,1,11003114,3741842747
3,2,1,11003114,5729100444
3,2,1,11003114,6115712538
3,2,1,11003114,6479128508
3,2,1,11003114,6836514173
3,2,1,11003114,7433657491
3,2,1,11003114,8654552330
3,2,1,11003114,8674121232
3,2,1,11003114,9310698690
3,2,1,11003114,9737560835
3,2,1,11003115,933097399
3,2,1,11003115,995960183
3,2,1,11003115,1157448227
3,2,1,11003115,1748528024
3,2,1,11003115,1991592420
3,2,1,11003115,2097263017
3,2,1,11003115,2153680199
3,2,1,11003115,2441094881
3,2,1,11003115,2580063791
3,2,1,11003115,2909555328
3,2,1,11003115,2931418237
3,2,1,11003115,3201470797
3,2,1,11003115,4102838445
3,2,1,11003115,4451234745
3,2,1,11003115,5270477766
3,2,1,11003115,5587895835
3,2,1,11003115,5649566613
3,2,1,11003115,5959954890
3,2,1,11003115,6796534129
3,2,1,11003115,7035193995
3,2,1,11003115,7236265323
3,2,1,11003115,7505378277
3,2,1,11003115,7823354641
3,2,1,11003115,8099632097
3,2,1,11003115,8232205662
3,2,1,11003115,8875993346
3,2,1,11003115,9109015954
3,2,1,11003115,9891355499
3,2,1,11003121,105056348
3,2,1,11003121,445471669
3,2,1,11003121,679501489
3,2,1,11003121,1012368965
3,2,1,11003121,2392730659
3,2,1,11003121,2569880586
3,2,1,11003121,5425364086
3,2,1,11003121,6332238083
3,2,1,11003121,7172912022
3,2,1,11003121,7195237608
3,2,1,11003121,7362495576
3,2,1,11003121,8307881698
3,2,1,11003121,8409802847
3,2,1,11003121,8543939352
3,2,1,11003125,24018357
3,2,1,11003125,308988363
3,2,1,11003125,959332742
3,2,1,11003125,2169648182
3,2,1,11003125,2244691028
3,2,1,11003125,2931163611
3,2,1,11003125,2966550129
3,2,1,11003125,4037199411
3,2,1,11003125,4085564870
3,2,1,11003125,4214182296
3,2,1,11003125,4277483351
3,2,1,11003125,4806425597
3,2,1,11003125,6062977372
3,2,1,11003125,9270116281
3,2,1,11003129,368286087
3,2,1,11003129,668027225
3,2,1,11003129,1257688057
3,2,1,11003129,2640835763
3,2,1,11003129,3313646408
3,2,1,11003129,5001446840
3,2,1,11003129,5826230788
3,2,1,11003129,6250330711
3,2,1,11003129,6621795942
3,2,1,11003129,6883151680
3,2,1,11003129,7064693949
3,2,1,11003129,7614918005
3,2,1,11003129,8511497776
3,2,1,11003129,9686718117
3,2,1,11003132,857194111
3,2,1,11003132,1530154446
3,2,1,11003132,1622568103
3,2,1,11003132,2065189335
3,2,1,11003132,2381652181
3,2,1,11003132,2705497470
3,2,1,11003132,3217824939
3,2,1,11003132,4381390154
3,2,1,11003132,5078455083
3,2,1,11003132,5317829034
3,2,1,11003132,5406092833
3,2,1,11003132,6782136542
3,2,1,11003132,7808135877
3,2,1,11003132,9194106321
3,2,1,11003133,2053679874
3,2,1,11003133,2176278856
3,2,1,11003133,2317197356
3,2,1,11003133,3368983924
3,2,1,11003133,4000437239
3,2,1,11003133,4940051081
3,2,1,11003133,6489475984
3,2,1,11003133,7272859326
3,2,1,11003133,7337320020
3,2,1,11003133,7611316356
3,2,1,11003133,7800283597
3,2,1,11003133,8331792464
3,2,1,11003133,8499736044
3,2,1,11003133,9235643401
3,2,1,11003134,934258822
3,2,1,11003134,1280603715
3,2,1,11003134,2159276524
3,2,1,11003134,2222393643
3,2,1,11003134,3389097370
3,2,1,11003134,4152611861
3,2,1,11003134,4540594134
3,2,1,11003134,5476354664
3,2,1,11003134,5786751863
3,2,1,11003134,6412531158
3,2,1,11003134,6472620477
3,2,1,11003134,7670129933
3,2,1,11003134,7987513349
3,2,1,11003134,9111918791
3,2,1,11003141,413517839
3,2,1,11003141,757243044
3,2,1,11003141,1039138510
3,2,1,11003141,1604271320
3,2,1,11003141,4611241562
3,2,1,11003141,4655009371
3,2,1,11003141,5283731072
3,2,1,11003141,5445879334
3,2,1,11003141,5731873374
3,2,1,11003141,6891105816
3,2,1,11003141,7913187078
3,2,1,11003141,8232609676
3,2,1,11003141,8994442648
3,2,1,11003141,9828109188
3,2,1,11003153,1847690704
3,2,1,11003153,2123839841
3,2,1,11003153,3048919689
3,2,1,11003153,3148841804
3,2,1,11003153,3192044062
3,2,1,11003153,3445591728
3,2,1,11003153,4834722934
3,2,1,11003153,5931026062
3,2,1,11003153,6242767512
3,2,1,11003153,6613391401
3,2,1,11003153,6873480568
3,2,1,11003153,7472393152
3,2,1,11003153,9267764342
3,2,1,11003153,9588730145
3,2,1,11003157,687902997
3,2,1,11003157,1683427893
3,2,1,11003157,1711931683
3,2,1,11003157,2438317699
3,2,1,11003157,2520991635
3,2,1,11003157,2640404338
3,2,1,11003157,2669064369
3,2,1,11003157,2675889721
3,2,1,11003157,3913971537
3,2,1,11003157,5205238339
3,2,1,11003157,5984987151
3,2,1,11003157,6561802936
3,2,1,11003157,7426728933
3,2,1,11003157,8798595868
3,2,1,11003163,24592963
3,2,1,11003163,345058475
3,2,1,11003163,1407010050
3,2,1,11003163,1527767475
3,2,1,11003163,1957489978
3,2,1,11003163,2387118110
3,2,1,11003163,2448516765
3,2,1,11003163,2649941398
3,2,1,11003163,2773720204
3,2,1,11003163,3022898063
3,2,1,11003163,3909621563
3,2,1,11003163,4054362908
3,2,1,11003163,4201798679
3,2,1,11003163,4450080320
3,2,1,11003163,4849805021
3,2,1,11003163,4948630983
3,2,1,11003163,5169958156
3,2,1,11003163,5443526692
3,2,1,11003163,6949881468
3,2,1,11003163,7361043791
3,2,1,11003163,7589755063
3,2,1,11003163,7802065336
3,2,1,11003163,7882907972
3,2,1,11003163,8091255145
3,2,1,11003163,8507803050
3,2,1,11003163,8985774756
3,2,1,11003163,9078558782
3,2,1,11003163,9685167741
3,2,1,11003168,799069323
3,2,1,11003168,1086567820
3,2,1,11003168,2564394310
3,2,1,11003168,2764195041
3,2,1,11003168,3057729656
3,2,1,11003168,3275183939
3,2,1,11003168,3850604970
3,2,1,11003168,4157455666
3,2,1,11003168,4380987507
3,2,1,11003168,4416432390
3,2,1,11003168,4505337385
3,2,1,11003168,4602280424
3,2,1,11003168,5208188417
3,2,1,11003168,5327479110
3,2,1,11003168,5560752482
3,2,1,11003168,5694354666
3,2,1,11003168,5722974666
3,2,1,11003168,5751751755
3,2,1,11003168,6003628641
3,2,1,11003168,6013464146
3,2,1,11003168,6186705808
3,2,1,11003168,6721373471
3,2,1,11003168,7267817414
3,2,1,11003168,7976426384
3,2,1,11003168,7989128870
3,2,1,11003168,8153089308
3,2,1,11003168,9219031000
3,2,1,11003168,9941361567
3,2,1,11003199,702850821
3,2,1,11003199,2732379572
3,2,1,11003199,3018434516
3,2,1,11003199,3096542707
3,2,1,11003199,3697187775
3,2,1,11003199,4513729002
3,2,1,11003199,5055356281
3,2,1,11003199,6334335400
3,2,1,11003199,6896980970
3,2,1,11003199,7237714006
3,2,1,11003199,7817359517
3,2,1,11003199,7863652725
3,2,1,11003199,8514519302
3,2,1,11003199,9253117971
3,2,1,11003208,27093119
3,2,1,11003208,879810126
3,2,1,11003208,2788268844
3,2,1,11003208,2988016290
3,2,1,11003208,3197297811
3,2,1,11003208,3761150923
3,2,1,11003208,4322373353
3,2,1,11003208,6029930108
3,2,1,11003208,6438020400
3,2,1,11003208,6697322393
3,2,1,11003208,6924201641
3,2,1,11003208,7578517148
3,2,1,11003208,7859320865
3,2,1,11003208,8130353927
3,2,1,11003221,1505246997
3,2,1,11003221,1984041640
3,2,1,11003221,2515957645
3,2,1,11003221,3600195559
3,2,1,11003221,3731151238
3,2,1,11003221,5415864507
3,2,1,11003221,6934671795
3,2,1,11003221,7746867958
3,2,1,11003221,8376899613
3,2,1,11003221,8598049538
3,2,1,11003221,9276420934
3,2,1,11003221,9352700319
3,2,1,11003221,9355902526
3,2,1,11003221,9768510021
3,2,1,11003231,389016796
3,2,1,11003231,727832286
3,2,1,11003231,1831590467
3,2,1,11003231,2920377524
3,2,1,11003231,6079970750
3,2,1,11003231,6287995581
3,2,1,11003231,6959038491
3,2,1,11003231,7238765097
3,2,1,11003231,7991851688
3,2,1,11003231,8143341326
3,2,1,11003231,8851300758
3,2,1,11003231,9395089522
3,2,1,11003231,9460224365
3,2,1,11003231,9887828751
3,2,1,11003241,794821659
3,2,1,11003241,1723373546
3,2,1,11003241,2297643967
3,2,1,11003241,3005499297
3,2,1,11003241,3089051767
3,2,1,11003241,4114920538
3,2,1,11003241,4805372846
3,2,1,11003241,5644691954
3,2,1,11003241,6250645348
3,2,1,11003241,6722530909
3,2,1,11003241,6840854820
3,2,1,11003241,7829545378
3,2,1,11003241,9644338624
3,2,1,11003241,9678433078
3,2,1,11003242,212721118
3,2,1,11003242,720390437
3,2,1,11003242,744337114
3,2,1,11003242,775059473
3,2,1,11003242,893040178
3,2,1,11003242,1293824137
3,2,1,11003242,1474527152
3,2,1,11003242,1848095751
3,2,1,11003242,2048761800
3,2,1,11003242,2447394407
3,2,1,11003242,2695714234
3,2,1,11003242,3367043671
3,2,1,11003242,3574260917
3,2,1,11003242,4269875109
3,2,1,11003242,4487780441
3,2,1,11003242,4529866407
3,2,1,11003242,5167243703
3,2,1,11003242,5276077340
3,2,1,11003242,5293348223
3,2,1,11003242,5748739625
3,2,1,11003242,5875722851
3,2,1,11003242,6770913162
3,2,1,11003242,6836129143
3,2,1,11003242,7506567589
3,2,1,11003242,8079421569
3,2,1,11003242,9642103763
3,2,1,11003242,9715161156
3,2,1,11003242,9899046809
3,2,1,11003248,946110061
3,2,1,11003248,1159750254
3,2,1,11003248,1529381499
3,2,1,11003248,1956714535
3,2,1,11003248,2738248285
3,2,1,11003248,3426518709
3,2,1,11003248,3677124909
3,2,1,11003248,4209505082
3,2,1,11003248,4267963217
3,2,1,11003248,4994718375
3,2,1,11003248,5023968313
3,2,1,11003248,5333188931
3,2,1,11003248,5748691368
3,2,1,11003248,5949522355
3,2,1,11003248,5957715285
3,2,1,11003248,6106385406
3,2,1,11003248,6325123391
3,2,1,11003248,6628619921
3,2,1,11003248,7550174770
3,2,1,11003248,7659536684
3,2,1,11003248,7870706836
3,2,1,11003248,8094360342
3,2,1,11003248,8099564005
3,2,1,11003248,8286969624
3,2,1,11003248,8678914644
3,2,1,11003248,9616815005
3,2,1,11003248,9875895340
3,2,1,11003248,9886732406
3,2,1,11003250,28145732
3,2,1,11003250,314053371
3,2,1,11003250,427584852
3,2,1,11003250,2444163705
3,2,1,11003250,3946260115
3,2,1,11003250,4950693713
3,2,1,11003250,5791878364
3,2,1,11003250,5866442615
3,2,1,11003250,6680910247
3,2,1,11003250,8054531475
3,2,1,11003250,8733744179
3,2,1,11003250,8770330949
3,2,1,11003250,9093248559
3,2,1,11003250,9314247411
3,2,1,11003252,188752816
3,2,1,11003252,1262329092
3,2,1,11003252,2503379879
3,2,1,11003252,2949149955
3,2,1,11003252,2961217049
3,2,1,11003252,3875295923
3,2,1,11003252,3966621867
3,2,1,11003252,4057158780
3,2,1,11003252,4217055882
3,2,1,11003252,4798235253
3,2,1,11003252,6356914520
3,2,1,11003252,7208433075
3,2,1,11003252,7332504844
